x     y 
-1.00000000000000000  1.00000000000000000
-1.00000000000000000  0.72360679774997894
-1.00000000000000000  0.27639320225002106
-1.00000000000000000  0.00000000000000000
-0.72360679774997894  0.00000000000000000
-0.27639320225002106  0.00000000000000000
0.00000000000000000  0.00000000000000000
0.00000000000000000  0.27639320225002106
0.00000000000000000  0.72360679774997894
0.00000000000000000  1.00000000000000000
-0.27639320225002106  1.00000000000000000
-0.72360679774997894  1.00000000000000000
-0.72360679774997894  0.72360679774997894
-0.72360679774997894  0.27639320225002106
-0.27639320225002106  0.27639320225002106
-0.27639320225002106  0.72360679774997894
-1.00000000000000000  -0.27639320225002106
-1.00000000000000000  -0.72360679774997894
-1.00000000000000000  -1.00000000000000000
-0.72360679774997894  -1.00000000000000000
-0.27639320225002106  -1.00000000000000000
0.00000000000000000  -1.00000000000000000
0.00000000000000000  -0.72360679774997894
0.00000000000000000  -0.27639320225002106
-0.72360679774997894  -0.27639320225002106
-0.72360679774997894  -0.72360679774997894
-0.27639320225002106  -0.72360679774997894
-0.27639320225002106  -0.27639320225002106
0.27639320225002106  -1.00000000000000000
0.72360679774997894  -1.00000000000000000
1.00000000000000000  -1.00000000000000000
1.00000000000000000  -0.72360679774997894
1.00000000000000000  -0.27639320225002106
1.00000000000000000  0.00000000000000000
0.72360679774997894  0.00000000000000000
0.27639320225002106  0.00000000000000000
0.27639320225002106  -0.27639320225002106
0.27639320225002106  -0.72360679774997894
0.72360679774997894  -0.72360679774997894
0.72360679774997894  -0.27639320225002106
1.00000000000000000  0.27639320225002106
1.00000000000000000  0.72360679774997894
1.00000000000000000  1.00000000000000000
0.72360679774997894  1.00000000000000000
0.27639320225002106  1.00000000000000000
0.27639320225002106  0.72360679774997894
0.27639320225002106  0.27639320225002106
0.72360679774997894  0.27639320225002106
0.72360679774997894  0.72360679774997894
edgeO      edgeD       edgeLeft        edgeRight    edgeInts
0   3  0  -1  1  2  
3   18  1  -1  16  17  
18   21  1  -1  19  20  
21   30  2  -1  28  29  
30   33  2  -1  31  32  
33   42  3  -1  40  41  
42   9  3  -1  43  44  
9   0  0  -1  10  11  
3   6  0  1  4  5  
6   33  3  2  35  34  
21   6  1  2  22  23  
6   9  0  3  7  8  
faceverts
0  1  2  3  4  5  6  7  8  9 10 11
3 16 17 18 19 20 21 22 23  6  5  4
6 23 22 21 28 29 30 31 32 33 34 35
9  8  7  6 35 34 33 40 41 42 43 44
faceedges
0  8 11  7
1  2 10  8
10  3  4  9
11  9  5  6
facecenters
12 13 14 15
24 25 26 27
36 37 38 39
45 46 47 48
